date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city__location,investors_name,investmentntype,amount_in_usd,city_location
2015-09-29,Inmobi,Mobile Advertising platform,Not Mentioned,Bangalore,Tennenbaum Capital Partners & Others,private equity,100000000.0,Bangalore
2015-09-29,Peppertap,Hyperlocal Grocery Delivery,Not Mentioned,Gurgaon,"Sequoia India, SAIF Partners.",private equity,36000000.0,Gurgaon
2015-09-29,Hugefly,Ecommerce Product recommendation platform,Not Mentioned,Pune,Mayank Singhal and others,seed funding,1700000.0,Pune
2015-09-29,Brigge,Activity Based Social Network,Not Mentioned,Chennai,The Chennai Angels,seed funding,1700000.0,Chennai
2015-09-29,Zakoopi,Fashion Discovery platform,Not Mentioned,New Delhi,Uniqorn Ventures,seed funding,350000.0,New Delhi
2015-09-29,LoanCircle,Consumer lending marketplace,Not Mentioned,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",seed funding,1700000.0,Bangalore
2015-09-30,Infoworks,Big Data Management Platform,Not Mentioned,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",private equity,5000000.0,Bangalore / USA
2015-09-30,RedDoorz,Budget Accommodation Platform,Not Mentioned,Noida,Jungle Ventures,seed funding,1000000.0,Noida
2015-09-30,FirstTouch,Local Mobile OS,Not Mentioned,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",seed funding,1700000.0,Gurgaon
2015-09-30,Eywa Media,Digital Signal processing platform,Not Mentioned,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",seed funding,1000000.0,Bangalore
2015-08-01,Snapdeal,Ecommerce Marketplace,Horizontal Online Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",private equity,500000000.0,New Delhi
2015-08-01,Ressy,Restaurant Discount app,Not Mentioned,Pune,Mohandas Pai & others,seed funding,400000.0,Pune
2015-08-03,Cuelearn,Tech-enabled learning,Not Mentioned,New Delhi,Alok Mittal,seed funding,1700000.0,New Delhi
2015-08-03,Connect India,ECommerce Logistics provider,Last mile Delivery Network,New Delhi,Aavishkaar,private equity,5000000.0,New Delhi
2015-08-03,The Home Salon,on-demand home beauty and wellness portal,Not Mentioned,Mumbai,VentureNursery,seed funding,1700000.0,Mumbai
2015-08-03,Jusride,Self Driven Car rental,Not Mentioned,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",seed funding,1700000.0,Mumbai
2015-08-03,Oyorooms,Budget Hotel accommodation brand,Not Mentioned,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",private equity,100000000.0,New Delhi
2015-08-03,Glowship,Energy & Environment Online Marketplace,Not Mentioned,Bangalore,Infuse Ventures,seed funding,1700000.0,Bangalore
2015-08-03,Wizrocket,User Engagment & Analytics platform,Not Mentioned,Mumbai,"Sequoia Capital, Accel Partners",private equity,9600000.0,Mumbai
2015-08-04,Pickingo,On-Demand Delivery Logistics,Not Mentioned,New Delhi,"Orios Venture Partners, Zishaan Hayath",private equity,1300000.0,New Delhi
2015-08-05,Grex,fund raising platform for startups,Not Mentioned,Pune,"Kunal Bajaj, Chandru Badrinarayanan",seed funding,650000.0,Pune
2015-08-05,LetsTransport,Logistics Tech Platform,Book Trucks Online,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",seed funding,1300000.0,Bangalore
2015-08-05,Zo Rooms,Online budget hotel chain,Not Mentioned,New Delhi,"Tiger Global Management, Orios Venture Partners",private equity,30000000.0,New Delhi
2015-08-05,Doormint,Hyperlocal Handyman services,Not Mentioned,Mumbai,"Helion Venture Partners, Kalaari Capital",private equity,3000000.0,Mumbai
2015-08-05,NightStay,hotel booking app,Not Mentioned,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",seed funding,500000.0,Noida
2015-08-05,Zocalo,Rental Accomodation finder,Not Mentioned,New Delhi,"Sachin Bhatia, Rajesh Sawhney",seed funding,1700000.0,New Delhi
2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,Not Mentioned,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",seed funding,785000.0,Mumbai
2015-08-06,Klozee,Luxury Apparel rental,Not Mentioned,Bangalore,Tracxn Labs,seed funding,1700000.0,Bangalore
2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,Not Mentioned,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",seed funding,500000.0,Mumbai
2015-08-06,practo,Doctor Appointment booking app,Not Mentioned,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",private equity,90000000.0,Bangalore
2015-08-06,LoudShout,anonymous bulletin board app,Not Mentioned,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",seed funding,1700000.0,New Delhi
2015-08-06,Wetravelsolo,Travel community platform,Not Mentioned,New Delhi,"CCube Angels, Frontline Strategy",seed funding,1700000.0,New Delhi
2015-08-06,Ketto,Crowd funding platform,Not Mentioned,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",seed funding,700000.0,Mumbai
2015-08-06,Ezetap,Mobile based PoS solution,mPOS solutions provider,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",private equity,25000000.0,Bangalore
2015-08-06,NDTV ecommerce venture,Car & Bike ecommerce platform,Not Mentioned,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",private equity,1700000.0,Mumbai
2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Not Mentioned,Gurgaon,YouWeCan Ventures,seed funding,630000.0,Gurgaon
2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,Not Mentioned,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",private equity,500000.0,Mumbai
2015-08-07,GIBSS,Energy saving solutions provider,Not Mentioned,Mumbai,"responsAbility Investments, Infuse Ventures",private equity,1700000.0,Mumbai
2015-08-07,StoreMore.in,Self-Storage Spaces,Not Mentioned,Noida,Bedrock Ventures,seed funding,1700000.0,Noida
2015-08-07,iOrderFresh,Grocery retail Mobile app,Online fresh fruits and grocery store,New Delhi,Best Foodworks,seed funding,1700000.0,New Delhi
2015-08-10,MyTaxiIndia,Taxi Rental platform,Online Car rental booking platform,Gurgaon,"Nihon Kotsu,",private equity,500000.0,Gurgaon
2015-08-10,eSadar,ecommerce,Not Mentioned,New Delhi,"Neha Vats, Gaurav Vats",seed funding,80000.0,New Delhi
2015-08-10,Actionable Analytics,Machine Learning Platform,Not Mentioned,New Delhi/ Houston,"B M Gupta, Vinod Singhal",seed funding,1700000.0,New Delhi/ Houston
2015-08-10,MyPoolin,mobile social network,Not Mentioned,New Delhi,QPrize from Qualcomm Ventures,seed funding,250000.0,New Delhi
2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Not Mentioned,New Delhi,Sequoia Capital,private equity,16000000.0,New Delhi
2015-08-10,Inkmonk,Online printing marketplace,Not Mentioned,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",seed funding,250000.0,Chennai
2015-08-10,ToneTag,mobile payment software platform,Not Mentioned,Bangalore,Reliance Capital Venture,private equity,1000000.0,Bangalore
2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Not Mentioned,Gurgaon,Tiger Global Management,private equity,30000000.0,Gurgaon
2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,Not Mentioned,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",private equity,8000000.0,Bangalore
2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,Not Mentioned,Kolkata,Indian Angel Network,seed funding,1600000.0,Kolkata
2015-08-11,RainCan,Subscription based Online Grocery platform,Subscription-based grocery delivery Mobile App,Pune,Ajeet Khurana & Others,seed funding,100000.0,Pune
2015-08-11,Allygrow Technologies,engineering services company,Not Mentioned,Mumbai,Zodius Technology Fund,private equity,20000000.0,Mumbai
2015-08-11,Infogain,Business and IT consulting,Not Mentioned,New Delhi / US,ChrysCapital,private equity,63000000.0,New Delhi / US
2015-08-12,OneAssist,Credit Card Fraud protection solutions,Credit card fraud protection,Mumbai,"Sequoia Capital, Lightspeed Ventures",private equity,7500000.0,Mumbai
2015-08-12,BigBasket,Online & mobile Grocery store,Online Grocery Shop,Bangalore,Bessemer Venture Partners,private equity,50000000.0,Bangalore
2015-08-12,Sheroes,Career Community for Women,Online Job and Career Platform for Women,Noida,"Quintillion Media, 500 Startups",seed funding,770000.0,Noida
2015-08-12,Scripbox,Mutual Fund Investing platform,Online Mutual Fund Investment platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",private equity,2500000.0,Bangalore
2015-08-13,etaout,Ecommerce Marketing Software Platform,Not Mentioned,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",seed funding,500000.0,Noida
2015-08-13,IFMR Holdings,Financial Inclusion platform,Not Mentioned,Chennai,"Accion, LeapFrog Investments, Lok Capital",private equity,25000000.0,Chennai
2015-08-13,Massblurb,Digital Marketing automation solution,Not Mentioned,Mumbai,"LetsVenture, Mumbai Angels",seed funding,1700000.0,Mumbai
2015-08-13,Agrostar,Mobile Commerce for Farmers,Direct-to-Farmer Mobile-Based Retail platform,Pune,IDG Ventures,private equity,4000000.0,Pune
2015-08-14,VoxWeb,Picture based Social App,Not Mentioned,Mumbai,Jitendra Gupta & others,seed funding,100000.0,Mumbai
2015-08-14,Trukky,Logistics service platform,Online Truck Aggregator & Booking platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",seed funding,245000.0,Ahmedabad
2015-08-14,VanityCube,On-Demand Beauty Services,Not Mentioned,New Delhi,Group of angel investors,seed funding,1700000.0,New Delhi
2015-08-17,Edu4Share,Exam Preparation Platform,Not Mentioned,New Delhi,Nalin Jain & other angel investors,seed funding,220000.0,New Delhi
2015-08-17,YourStory,Startup Focused Online Publisher,Online Media,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",seed funding,1700000.0,Mumbai
2015-08-17,Sampurnearth,Waste Management Solutions,Not Mentioned,Mumbai,"Intellecap Impact Investment Network, family office fund",seed funding,160000.0,Mumbai
2015-08-17,Orobind,App based Fitness coaching,Not Mentioned,Bangalore,Existing & New Investors,private equity,1700000.0,Bangalore
2015-08-17,Fixy,On demand cleaning & fixing services,Not Mentioned,Mumbai,VentureNursery,seed funding,1700000.0,Mumbai
2015-08-17,MSM Box,Beauty & Lifestyle platform,Not Mentioned,New Delhi,Rohit Goel,seed funding,1700000.0,New Delhi
2015-08-17,ShadowFax,on-demand delivery service,Not Mentioned,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",seed funding,310000.0,Gurgaon
2015-08-17,Gadgets 360,Car & Bike ecommerce platform,Not Mentioned,New Delhi,One97 Communications,private equity,1700000.0,New Delhi
2015-08-18,Roposo,Fashion Discovery platform,Social Fashion ECommerce Discovery platform,Gurgaon,Tiger Global,private equity,15000000.0,Gurgaon
2015-08-18,IntelligenceNODE,Data Analytics Platform,Not Mentioned,Mumbai,"New Enterprise Associates, Orios Venture Partners",private equity,4200000.0,Mumbai
2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,Not Mentioned,Chennai,"NEA, Milliways Ventures, Naya Ventures",seed funding,1000000.0,Chennai
2015-08-18,Twyst,Location based engagement & rewards platform,Not Mentioned,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",seed funding,1700000.0,Gurgaon
2015-08-18,IDfy,Online Identity Verification Services platform,Not Mentioned,Mumbai,"NEA, Blume Ventures & others",private equity,1700000.0,Mumbai
2015-08-18,Zoojoo.be,Corporate Wellness App,Not Mentioned,Bangalore,RoundGlass Partners,private equity,1000000.0,Bangalore
2015-08-19,Fashionove,Fashion Search & Review Platform,Not Mentioned,Kolkata,Umesh Yadav,seed funding,1700000.0,Kolkata
2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Not Mentioned,Mumbai,Unilazer Ventures,private equity,2400000.0,Mumbai
2015-08-19,Envoged,pre-owned Luxury online apparel seller,Not Mentioned,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",seed funding,1700000.0,Mumbai
2015-08-19,MebelKart,Online Furniture Marketplace,Not Mentioned,Bangalore,AskMe,private equity,20000000.0,Bangalore
2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,Not Mentioned,New Delhi,Group of Angel Investors,seed funding,156000.0,New Delhi
2015-08-20,Flatpebble,Online marketplace for Photographers,Not Mentioned,Hyderabad,Indian Angel Network,seed funding,600000.0,Hyderabad
2015-08-20,Bluegape.com,Visual Blogging platform,Not Mentioned,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",seed funding,600000.0,New Delhi
2015-08-21,ePoise,Job Search Platform,Not Mentioned,Bangalore,"Orios Venture Partners, Amit Ranjan & others",seed funding,500000.0,Bangalore
2015-08-24,Jolly Food Fellow,Food Customer analytics platform,Not Mentioned,Ahmedabad,The 1947,seed funding,300000.0,Ahmedabad
2015-08-24,BookMeIn,Professional Service Appointment booking service,Not Mentioned,Mumbai,Ajmera Group of Companies,seed funding,400000.0,Mumbai
2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,Not Mentioned,Kolkata,Prime Capital Markets Ltd,seed funding,1700000.0,Kolkata
2015-08-24,rBus,Tech enabled AC bus service,Not Mentioned,Mumbai,"India Quotient, Anupam Mittal & others",seed funding,1700000.0,Mumbai
2015-08-25,Qyk App,On-Demand App based Professional service provider,Not Mentioned,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",private equity,1000000.0,Bangalore
2015-08-25,EazyDiner,Restaurant Reservation Platform,Online Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",private equity,3000000.0,Gurgaon
2015-08-25,RevX,Cross-channel CRM platform,Not Mentioned,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",private equity,4000000.0,Mumbai
2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,Not Mentioned,Pune,Group of Angel Investors,seed funding,250000.0,Pune
2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,On-Demand Washing & Dry Cleaning Services,New Delhi,GHV Accelerator,seed funding,100000.0,New Delhi
2015-08-26,Belita,On-Demand Beauty Service,Not Mentioned,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",seed funding,400000.0,Mumbai
2015-08-26,EzySolare,solar products and services marketplace,Not Mentioned,Ahmedabad,Infuse Ventures,seed funding,1700000.0,Ahmedabad
2015-08-26,FoodTalkIndia,Online Food Community Platform,Not Mentioned,Gurgaon,Undisclosed Investor,seed funding,500000.0,Gurgaon
2015-08-27,InstaSafe,Private Cloud Networks SAAS platform,Security-as-a-Service solution provider,Bangalore,Group of Investors,seed funding,1700000.0,Bangalore
2015-08-27,Eazy Coach,Education Marketplace,Not Mentioned,Kolkata,Ravi Agarwal,seed funding,1700000.0,Kolkata
2015-08-27,Djubo.com,Cloud Based Hotel Sales Platform,Not Mentioned,New Delhi,Ibibo Group,private equity,1700000.0,New Delhi
2015-08-28,BetterButter.in,online recipe sharing platform,Not Mentioned,New Delhi,"Growx Ventures, Manish Singhal",seed funding,1700000.0,New Delhi
2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,On-Demand Beauty Service provider,Bangalore,Rocket Internet,private equity,2000000.0,Bangalore
2015-08-28,RollMafia,QSR Restaurant Chain,Not Mentioned,Pune,Equentia Natural Resources,seed funding,160000.0,Pune
2015-08-29,iamwire,Digital Media publishing platform,Not Mentioned,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",seed funding,1700000.0,Gurgaon
2015-08-31,DropKaffe,Online Coffee Delivery platform,Not Mentioned,Bangalore,"Manish Singhal, P39 Capital & Others",seed funding,300000.0,Bangalore
2015-08-31,Reverie,Language Localization Cloud platform,Not Mentioned,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",private equity,4000000.0,Bangalore
2015-08-31,Infinite Analytics,Big Data & predictive Analysis Platform,Not Mentioned,Mumbai,"Ratan Tata, Nikhil Vora & others",private equity,1700000.0,Mumbai
2015-07-01,Parcelled,Online Logistics Platform,Not Mentioned,Bangalore,"Delhivery, Tracxn Labs",seed funding,1700000.0,Bangalore
2015-07-01,Retigence Technologies,Business IT Intelligence Services,Not Mentioned,Mumbai,Omnivore Partners,private equity,1700000.0,Mumbai
2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,Not Mentioned,Chennai,"The Chennai Angels, IDG Ventures India",seed funding,1000000.0,Chennai
2015-07-01,HandyHome,Hyperlocal Electronics repair Service,Not Mentioned,Mumbai,"Bessemer Ventures, Kae Capital",seed funding,630000.0,Mumbai
2015-07-01,iDreamCareer,Ed-Tech Platform,Career Planning Services Portal,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",seed funding,1700000.0,New Delhi
2015-07-01,Ola,Cab rental Mobile app,App based cab aggregator,Bangalore,Ratan Tata,private equity,1700000.0,Bangalore
2015-07-01,NxtGen,IT infrastructure & Data Center services,Not Mentioned,Bangalore,"IFC, Axon Partners, Intel Capital",private equity,13500000.0,Bangalore
2015-07-02,BankBazaar,Online Financial Services,Not Mentioned,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",private equity,60000000.0,Chennai
2015-07-02,Gozoomo,Used Car Marketplace,Not Mentioned,Bangalore,SAIF Partners,private equity,5000000.0,Bangalore
2015-07-02,Zenatix,Internet of Things platform,IoT Based Energy Monitoring & Control,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",seed funding,161000.0,Gurgaon
2015-07-03,CultureAlley,Language Learning App,Not Mentioned,Jaipur,Tiger Global,private equity,6500000.0,Jaipur
2015-07-03,Goqii,Mobile Fitness Marketplace,Not Mentioned,Mumbai,Vijay Shekhar Sharma,private equity,1700000.0,Mumbai
2015-07-03,Gingercrush,Custom Merchandize platform,Personalized Products & Merchandize eTailer,Ahmedabad,"Gokul Jaykrishna, Brand Capital",seed funding,1000000.0,Ahmedabad
